stationcode,name,capacity,numdocksavailable,numbikesavailable,lat,lon,date_extraction
12122,Bois de Vincennes - Polygone,51,41,10,48.83544491617421,2.431421081436563,2026-03-24 15:57:01.874830
15120,Colonel Pierre Avia,29,0,28,48.8296843300915,2.275342586850291,2026-03-24 15:57:01.874830
16033,Marché d'Auteuil,32,31,1,48.84842761367387,2.265253821160005,2026-03-24 15:57:01.874830
21205,Arthur Auger - Jean Jaurès,26,21,5,48.813736445585235,2.3069277405738835,2026-03-24 15:57:01.874830
16023,Passy - Place du Costa Rica,33,31,1,48.8584893,2.2839655,2026-03-24 15:57:01.874830
15114,Pasteur - Cotentin,33,30,3,48.8389284,2.316356,2026-03-24 15:57:01.874830
19014,Lorraine - Jean Jaurès,19,17,2,48.8863865,2.3825772,2026-03-24 15:57:01.874830
15014,Volontaires - Vaugirard,34,29,4,48.84132050184004,2.30808901725357,2026-03-24 15:57:01.874830
22014,Victor Hugo - Bineau,25,8,17,48.88758225888669,2.2783890366554265,2026-03-24 15:57:01.874830
28002,De Gaulle - Moulin,23,16,7,48.885816808239,2.229607694148,2026-03-24 15:57:01.874830
25002,Hôtel de Ville de Rueil-Malmaison,20,3,16,48.878194,2.181724,2026-03-24 15:57:01.874830
15113,Arsonval - Falguière,25,21,3,48.84040040365445,2.313117867297474,2026-03-24 15:57:01.874830
16022,Jean Bologne - Passy,19,17,2,48.857566889784465,2.280027395306772,2026-03-24 15:57:01.874830
19001,Crimée - Ourcq,56,42,14,48.894104140316,2.3729460884673,2026-03-24 15:57:01.874830
12040,Porte de Charenton,67,63,2,48.831240105856,2.3989107459784,2026-03-24 15:57:01.874830
20106,Mairie du 20ème,27,19,8,48.865302324275,2.3990669846535,2026-03-24 15:57:01.874830
13037,Ivry - Baudricourt,20,16,4,48.824695995415006,2.363106073577468,2026-03-24 15:57:01.874830
5031,Lacépède - Linné,54,20,34,48.8437035476636,2.354651279747486,2026-03-24 15:57:01.874830
42027,Verdun - Pierre et Marie Curie,26,19,7,48.812822398263286,2.3707106709480286,2026-03-24 15:57:01.874830
8044,Alfred de Vigny - Place du Général Brocard,33,20,13,48.87836138361425,2.305254448220567,2026-03-24 15:57:01.997050
51007,Résistance - Romain Rolland,28,18,10,48.950873482371,2.2310190077797,2026-03-24 15:57:01.997050
17036,Place Tristan Bernard,28,22,5,48.8794936,2.2915423,2026-03-24 15:57:01.997050
11040,Temple - Jean-Pierre Timbaud,36,24,12,48.86446597201,2.3660597205162,2026-03-24 15:57:01.997050
11038,Temple - Charlot,45,17,28,48.865709343796,2.3652737250724,2026-03-24 15:57:01.997050
1201,Perrault - Place du Louvre,28,0,26,48.860273568996,2.3412468419093,2026-03-24 15:57:01.997050
21033,Sèvres - Maréchal Juin,18,15,3,48.8324305,2.2292812,2026-03-24 15:57:01.997050
8003,Galilée - Vernet,47,23,23,48.871715878697,2.2985444962978,2026-03-24 15:57:01.997050
22703,Place Jean Mermoz,30,24,5,48.9220937,2.2718348,2026-03-24 15:57:01.997050
24010,Charles de Gaulle - Rue de l'Alma,28,19,7,48.896620592993,2.252313240191,2026-03-24 15:57:01.997050
41101,Paul Doumer - Stalingrad,24,6,16,48.806518992199,2.3368880152702,2026-03-24 15:57:01.997050
3201,Payenne - Square George Caïn,24,2,22,48.8578329,2.3622643,2026-03-24 15:57:01.997050
21508,Georges Pompidou - Verdun,26,16,9,48.875481,2.232443,2026-03-24 15:57:01.997050
15032,Félix Faure - Lourmel,58,20,37,48.83868901709515,2.2818081825971603,2026-03-24 15:57:01.997050
20037,Gambetta - Saint Fargeau,24,23,1,48.871244610447015,2.4039056897163396,2026-03-24 15:57:01.997050
13053,Chevaleret - Tolbiac,35,5,28,48.82941,2.375934,2026-03-24 15:57:01.997050
9029,Saint-Lazare - Place d'Estienne d'Orves,39,5,32,48.8768345,2.3329067,2026-03-24 15:57:01.997050
41212,Nungesser - Santé,22,21,1,48.852335,2.448967,2026-03-24 15:57:01.997050
41304,Port - Maurice Chevalier,30,8,22,48.832474421632,2.490257616467,2026-03-24 15:57:01.997050
8031,Jean Mermoz - Champs-Elysées,49,2,47,48.869689856852,2.3107324540615,2026-03-24 15:57:01.997050
20030,Ménilmontant - Père Lachaise,41,41,0,48.863287291502,2.3869940266013,2026-03-24 15:57:01.997050
35021,Cartier Bresson - Denis Papin,31,24,6,48.902616,2.397814,2026-03-24 15:57:01.997050
10025,Jemmapes - Ecluses Saint-Martin,15,10,4,48.87748519186726,2.3660067468881607,2026-03-24 15:57:01.997050
11201,Faubourg St-Antoine - Place de la Nation,16,14,2,48.8487726,2.393606,2026-03-24 15:57:01.997050
25010,Maréchal Leclerc de Hauteclocque - Marché Buzenval,30,17,13,48.858446,2.192077,2026-03-24 15:57:01.997050
12106,Gare de Lyon - Roland Barthes,68,31,33,48.84395729494058,2.3790882155299187,2026-03-24 15:57:01.997050
23201,Avenir,45,40,5,48.8103438,2.3003776,2026-03-24 15:57:01.997050
12165,Champs de Manoeuvre - Cartoucherie,35,9,26,48.835261,2.447974,2026-03-24 15:57:01.997050
12001,Bastille - Biscornet,62,10,49,48.851355779579,2.369220033288,2026-03-24 15:57:01.997050
22018,Charles de Gaulle - Les Sablons,35,14,21,48.880987514929,2.2715748726513,2026-03-24 15:57:01.997050
11001,Richard Lenoir - Place de la Bastille,53,14,37,48.8538327,2.3697222,2026-03-24 15:57:01.997050
10163,Gare du Nord - Demarquay,30,27,2,48.881154,2.358411,2026-03-24 15:57:01.997050
23203,Division Leclerc - Kléber,25,23,1,48.798666226364,2.2833752789972,2026-03-24 15:57:01.997050
17126,Hélène et François Missoffe - Emile Borel,32,22,7,48.89990653843488,2.321543991674844,2026-03-24 15:57:01.997050
34005,Adrien Lesesne - Docteur Bauer,30,21,9,48.90263867304635,2.348248063431511,2026-03-24 15:57:01.997050
17127,Porte de Clichy - Place des Nations Unies,40,31,6,48.896737263309504,2.310542999196392,2026-03-24 15:57:01.997050
26008,Henri Barbusse - Bourguignons,34,27,5,48.91301722799713,2.2734212270774417,2026-03-24 15:57:01.997050
26009,Marceau Delorme - Pierre Brossolette,28,17,4,48.91206062860357,2.295897423568745,2026-03-24 15:57:01.997050
15052,Convention - Vaugirard,62,43,19,48.837676822332,2.2955869260203,2026-03-24 15:57:01.997050
5107,Pontoise - La Tournelle,23,0,23,48.850458009188,2.3524542754922,2026-03-24 15:57:01.997050
10026,Gare de l'Est - Chateau Landon,59,53,6,48.879305,2.362424,2026-03-24 15:57:01.997050
17010,Jonquière - Docteur Paul Brousse,54,39,14,48.894799816683985,2.318705212173216,2026-03-24 15:57:01.997050
18023,Ordener - Poissonniers,35,31,3,48.891213890844654,2.351288666219873,2026-03-24 15:57:01.997050
18026,Ruisseau - Ordener,53,44,4,48.89299462568024,2.340144887566567,2026-03-24 15:57:01.997050
18024,Clignancourt - Ordener,35,34,1,48.891457726153774,2.348636478060487,2026-03-24 15:57:01.997050
2108,Vivienne - Montmartre,54,4,48,48.871347597383,2.3414588347077,2026-03-24 15:57:01.997050
31202,Gabriel Péri - Jules Ferry,25,23,2,48.926182814311,2.3912295762525,2026-03-24 15:57:01.997050
47002,Les Juilliottes,21,15,6,48.804356733455,2.4434815704655,2026-03-24 15:57:01.997050
20112,Jourdain - Place des Grandes Rigoles,22,21,1,48.874031137272,2.3895947635174,2026-03-24 15:57:01.997050
31201,Suzanne Masson,37,3,34,48.923306888013,2.3847292397611,2026-03-24 15:57:01.997050
15062,Convention - Lourmel,36,19,17,48.842055041656,2.2859910875559,2026-03-24 15:57:01.997050
13203,Square de Choisy - Eastman,24,21,3,48.828543456283,2.3583075090494,2026-03-24 15:57:01.997050
47007,Liberté - Vert-de-Maisons,20,17,3,48.790147809608,2.4328628182411,2026-03-24 15:57:01.997050
13202,Place Farhat Hached,28,6,21,48.825487045602,2.3816306985827,2026-03-24 15:57:01.997050
13051,Halle Freyssinet - Parvis Alan Turing,37,1,36,48.832846814471,2.3711421713233,2026-03-24 15:57:01.997050
47008,Les Planètes,21,8,13,48.80929410761,2.4596271973784,2026-03-24 15:57:01.997050
21501,Pont de Suresnes,18,8,6,48.867415092322,2.2258946679617,2026-03-24 15:57:01.997050
19204,Rampal - Belleville,20,17,3,48.873114661405,2.3798409114805,2026-03-24 15:57:01.997050
18206,Albert Kahn - Duhesme,38,34,1,48.895623001056,2.345815078896,2026-03-24 15:57:01.997050
18042,Place Pigalle,21,19,2,48.8827555,2.3361566,2026-03-24 15:57:01.997050
11014,Place de la Nation - Taillebourg,47,43,3,48.8488408,2.3973043,2026-03-24 15:57:01.997050
8057,Hoche - Tilsitt,33,24,9,48.874836457837,2.2971323132515,2026-03-24 15:57:01.997050
11012,Montreuil - Voltaire,34,33,1,48.850507011842,2.3930755582745,2026-03-24 15:57:01.997050
35001,Jean Jaurès - Ouvrières Pivéreuses,22,16,6,48.910423437526,2.3995766043663,2026-03-24 15:57:01.997050
15060,Place de la Montagne du Goulet,21,10,11,48.8443415,2.2773844,2026-03-24 15:57:01.997050
11037,Faubourg Du Temple - Republique,38,5,32,48.867872484749,2.3648982158072,2026-03-24 15:57:01.997050
15105,Fédération - Suffren,25,3,21,48.852828153442,2.2978776320815,2026-03-24 15:57:01.997050
18205,Mauroy - Cheminots,32,22,10,48.897715198403,2.357895075822,2026-03-24 15:57:01.997050
11020,Belfort - Voltaire,53,46,7,48.8563358,2.3829901,2026-03-24 15:57:01.997050
7111,Ecole Militaire - Place Joffre,26,12,14,48.852060203583,2.3017993569374,2026-03-24 15:57:01.997050
7025,Octave Gréard - Tour Eiffel,33,1,32,48.856502977696,2.2931787543289,2026-03-24 15:57:01.997050
4108,Quai de Béthune - Pont de la Tournelle,25,10,13,48.85097433194,2.3563072085381,2026-03-24 15:57:01.997050
40010,Haut du Mont-Mesly,21,9,11,48.780191921646,2.4685737495183,2026-03-24 15:57:01.997050
12107,Diderot - Pierre Bourdan,21,16,5,48.847648620797,2.3902582749724,2026-03-24 15:57:01.997050
23011,Bineau - Louise Michel,26,6,19,48.88666162207,2.2843274474144,2026-03-24 15:57:01.997050
16005,Raymond Poincaré - Place Victor Hugo,25,18,7,48.87030612437,2.2850745414202,2026-03-24 15:57:01.997050
15122,Place Charles Vallin,26,19,7,48.835523812041,2.3025986552238,2026-03-24 15:57:01.997050
40004,Créteil Village,25,9,16,48.79122395576,2.4642198533952,2026-03-24 15:57:01.997050
32004,Wilson - Landy,40,40,0,48.915167262214,2.3576332256198,2026-03-24 15:57:01.997050
40008,Créteil Pompadour,44,27,17,48.773011623355,2.435166164893,2026-03-24 15:57:01.997050
14021,Place de la Porte de Châtillon,59,56,3,48.8242469,2.3186306,2026-03-24 15:57:01.997050
40015,Iles de Loisirs de Créteil,24,4,17,48.780258200618,2.4455094301232,2026-03-24 15:57:01.997050
2202,Réaumur - Montmartre,38,38,0,48.86791186523,2.3448715883461,2026-03-24 15:57:01.997050
51005,Yves Farges - Route d'Enghien,35,26,9,48.95756799268,2.2834496977978,2026-03-24 15:57:01.997050
10031,Louis Blanc - Aqueduc,37,31,6,48.882030182599,2.363561578095,2026-03-24 15:57:01.997050
31708,Noisy le Sec - Jean-Baptiste Clément,22,22,0,48.874515389637,2.4152836203575,2026-03-24 15:57:01.997050
27004,Gare de la Garenne-Colombes,28,26,1,48.909752,2.239145,2026-03-24 15:57:01.997050
31029,Vincennes - François Debergue,24,24,0,48.857497590947,2.4375258284792,2026-03-24 15:57:01.997050
15103,Cauchy - Cévennes,51,7,44,48.843372571022,2.2751328349113,2026-03-24 15:57:01.997050
10013,Alibert - Jemmapes,60,37,22,48.871044051984,2.3661044619878,2026-03-24 15:57:01.997050
15026,Bir Hakeim,33,11,21,48.853844054334,2.289705348222,2026-03-24 15:57:01.997050
41301,Bois de Vincennes - Gare,50,37,12,48.836022242887,2.470833995083,2026-03-24 15:57:01.997050
34014,Michelet - Dr Bauer,32,21,11,48.906125424194,2.3440374449846,2026-03-24 15:57:01.997050
23805,Suresnes - Place du Souvenir Français,16,15,0,48.847007898514,2.1941100043056,2026-03-24 15:57:01.997050
30001,Hôtel de Ville - Adrienne Bolland,33,24,9,48.905280057722,2.4455443018674,2026-03-24 15:57:01.997050
34015,Louis Dain - Rosiers,35,27,5,48.904676215771,2.3379541963343,2026-03-24 15:57:01.997050
32001,Proudhon - Président Wilson,30,21,8,48.906442763495,2.3584905266762,2026-03-24 15:57:01.997050
13123,BNF - Bibliothèque Nationale de France,42,1,50,48.8350268238,2.3760157451034,2026-03-24 15:57:01.997050
32012,Carrefour Pleyel,68,19,46,48.92034156960326,2.3438543826341625,2026-03-24 15:57:01.997050
43101,Adrien Raynal - Verger,30,12,18,48.743385629116,2.4025604826094,2026-03-24 15:57:01.997050
10031,Louis Blanc - Aqueduc,37,31,6,48.882030182599,2.363561578095,2026-03-24 15:57:02.137347
13001,Port-Royal - Hôpital du Val-de-Grâce,18,8,9,48.837668272811,2.3448138346607,2026-03-24 15:57:02.137347
6010,Chevreuse - Montparnasse,15,5,10,48.841739161231,2.3315522167367,2026-03-24 15:57:02.137347
31708,Noisy le Sec - Jean-Baptiste Clément,22,22,0,48.874515389637,2.4152836203575,2026-03-24 15:57:02.137347
27004,Gare de la Garenne-Colombes,28,26,1,48.909752,2.239145,2026-03-24 15:57:02.137347
31029,Vincennes - François Debergue,24,24,0,48.857497590947,2.4375258284792,2026-03-24 15:57:02.137347
15103,Cauchy - Cévennes,51,7,44,48.843372571022,2.2751328349113,2026-03-24 15:57:02.137347
10013,Alibert - Jemmapes,60,37,22,48.871044051984,2.3661044619878,2026-03-24 15:57:02.137347
15026,Bir Hakeim,33,11,21,48.853844054334,2.289705348222,2026-03-24 15:57:02.137347
1022,Danielle Casanova - Place Vendôme,37,1,34,48.868266498223,2.3304839059711,2026-03-24 15:57:02.137347
41301,Bois de Vincennes - Gare,50,37,12,48.836022242887,2.470833995083,2026-03-24 15:57:02.137347
34014,Michelet - Dr Bauer,32,21,11,48.906125424194,2.3440374449846,2026-03-24 15:57:02.137347
23805,Suresnes - Place du Souvenir Français,16,15,0,48.847007898514,2.1941100043056,2026-03-24 15:57:02.137347
5020,Institut du Monde Arabe - Saint-Germain,40,1,39,48.849063299501,2.3558086529374,2026-03-24 15:57:02.137347
30001,Hôtel de Ville - Adrienne Bolland,33,24,9,48.905280057722,2.4455443018674,2026-03-24 15:57:02.137347
34015,Louis Dain - Rosiers,35,27,5,48.904676215771,2.3379541963343,2026-03-24 15:57:02.137347
32001,Proudhon - Président Wilson,30,21,8,48.906442763495,2.3584905266762,2026-03-24 15:57:02.137347
13123,BNF - Bibliothèque Nationale de France,42,1,50,48.8350268238,2.3760157451034,2026-03-24 15:57:02.137347
32012,Carrefour Pleyel,68,19,46,48.92034156960326,2.3438543826341625,2026-03-24 15:57:02.137347
43101,Adrien Raynal - Verger,30,12,18,48.743385629116,2.4025604826094,2026-03-24 15:57:02.137347
6016,Danton - Serpente,36,1,35,48.852297362582,2.3414132371545,2026-03-24 15:57:02.137347
23806,Suisses - Colonel de Rochebrune,16,14,2,48.85440659426,2.1975097137701,2026-03-24 15:57:02.137347
18014,Léon - Doudeauville,13,11,2,48.888324218452,2.3535733726386,2026-03-24 15:57:02.137347
40002,Bleuets - Bordières,19,16,3,48.802117531472,2.4543687905029,2026-03-24 15:57:02.137347
15058,Place du Moulin de Javel,45,5,43,48.84021670922,2.2716060653329,2026-03-24 15:57:02.137347
4010,Saint-Antoine Sévigné,26,3,23,48.8550222,2.3612322,2026-03-24 15:57:02.137347
15204,Square Bela Bartok,24,3,21,48.850984480382,2.2844360220351,2026-03-24 15:57:02.137347
12127,Tremblay - Lac des Minimes,48,3,74,48.834131261494,2.4547516554594,2026-03-24 15:57:02.137347
8002,Gare Saint-Lazare - Cour du Havre,45,5,38,48.875674400851,2.3265598341823,2026-03-24 15:57:02.137347
18043,Clichy - Place Blanche,20,17,1,48.883601088297,2.3332237824798,2026-03-24 15:57:02.137347
19018,Cité de la Musique,60,53,6,48.888796556487,2.3925811931922,2026-03-24 15:57:02.137347
16107,Benjamin Godard - Victor Hugo,35,27,8,48.865983,2.275725,2026-03-24 15:57:02.137347
40001,Hôpital Mondor,28,22,6,48.798922410229,2.4537451531298,2026-03-24 15:57:02.137347
32304,Charcot - Benfleet,28,22,6,48.878370277021,2.440523876268,2026-03-24 15:57:02.137347
9020,Toudouze - Clauzel,21,19,0,48.87929591733507,2.3373600840568547,2026-03-24 15:57:02.137347
32017,Basilique,22,12,10,48.93626891059109,2.3588666820200914,2026-03-24 15:57:02.137347
8026,Messine - Place Du Pérou,12,0,11,48.875448033960744,2.315508019010038,2026-03-24 15:57:02.137347
7002,Vaneau - Sèvres,35,21,10,48.848563233059,2.3204218259346,2026-03-24 15:57:02.137347
5110,Lacépède - Monge,23,10,12,48.84389286531899,2.3519663885235786,2026-03-24 15:57:02.137347
6108,Saint-Romain - Cherche-Midi,17,13,4,48.84708159081946,2.321374788880348,2026-03-24 15:57:02.137347
33006,André Karman - République,31,20,7,48.91039875761846,2.3851355910301213,2026-03-24 15:57:02.137347
42016,Pierre et Marie Curie - Maurice Thorez,27,24,2,48.81580226360801,2.376804985105991,2026-03-24 15:57:02.137347
25006,Place Nelson Mandela,22,21,1,48.862453313908,2.1961666225454,2026-03-24 15:57:02.137347
40011,Bas du Mont-Mesly,27,0,27,48.779751,2.460837,2026-03-24 15:57:02.137347
7003,Square Boucicaut,60,8,50,48.851296433665276,2.325061820447445,2026-03-24 15:57:02.137347
11025,Froment - Bréguet,43,3,37,48.8570414504784,2.37289470306807,2026-03-24 15:57:02.137347
12109,Mairie du 12ème,30,22,5,48.840855311763,2.3875549435616,2026-03-24 15:57:02.137347
15202,Bracion - Périphérique,30,23,7,48.826103771275,2.3004549373748,2026-03-24 15:57:02.137347
13007,Le Brun - Gobelins,48,44,4,48.835092787824,2.3534681351338,2026-03-24 15:57:02.137347
31024,Romainville - Vaillant-Couturier,38,32,5,48.86785,2.446748,2026-03-24 15:57:02.137347
19033,Cambrai - Benjamin Constant,43,28,14,48.89594736851349,2.381133802246315,2026-03-24 15:57:02.137347
17025,Chazelles - Courcelles,35,30,4,48.879406604954,2.3034455627202988,2026-03-24 15:57:02.137347
21326,Moulin de Pierre - Abbé Grégoire,20,17,3,48.822036188382,2.2754641655975,2026-03-24 15:57:02.137347
20143,Ramponeau - Belleville,44,39,3,48.871031137596,2.379056852114,2026-03-24 15:57:02.137347
43002,Lagny - Victor Basch,26,5,21,48.84884147189881,2.426325418925233,2026-03-24 15:57:02.137347
16138,Saint-Cloud - Hippodrome,30,9,21,48.85772148887421,2.2549109905958176,2026-03-24 15:57:02.137347
22207,Rond-point du Dr Albert Schweitzer,22,22,0,48.78980918988166,2.3143940046429634,2026-03-24 15:57:02.137347
92002,Théâtre des Amandiers - Palais des sports,23,6,17,48.892648526839,2.2136941552162,2026-03-24 15:57:02.137347
17048,De Toqueville - Terrasse,30,28,2,48.882428,2.314002,2026-03-24 15:57:02.137347
44010,8 Mai 1945 - 10 Juillet 1940,30,13,16,48.784567029674,2.3979035764933,2026-03-24 15:57:02.137347
2017,Caire - Dussoubs,40,3,36,48.86785342111862,2.349364310503006,2026-03-24 15:57:02.137347
9008,Tour d'Auvergne - Rodier,17,12,4,48.879161,2.343698,2026-03-24 15:57:02.137347
13118,Regnault - Patay,63,21,40,48.82435782216384,2.377065159380436,2026-03-24 15:57:02.137347
40016,Sarrazins - Saussure,22,7,14,48.769626617432,2.4717841148376,2026-03-24 15:57:02.137347
18111,Félix Ziem - Armand Gauthier,25,23,1,48.88949630486821,2.333393658804396,2026-03-24 15:57:02.137347
9002,Abbeville - Faubourg Poissonnière,14,9,3,48.879223,2.349147,2026-03-24 15:57:02.137347
48003,Youri Gagarine - Karl Marx,22,7,15,48.78448485079149,2.35908430069685,2026-03-24 15:57:02.137347
16110,Octave Feuillet - Albéric Magnard,21,21,0,48.86106902949534,2.2730283066630363,2026-03-24 15:57:02.137347
44015,Rouget de L'isle - Watteau,20,12,8,48.778192750803,2.3963020229163,2026-03-24 15:57:02.137347
43009,Place Jean-Spire-Lemaître,50,42,8,48.8468428626593,2.452062070369721,2026-03-24 15:57:02.137347
9001,Bellefond - Poissonnière,17,17,0,48.87759897050706,2.348463758826256,2026-03-24 15:57:02.137347
17032,Jean Oestreicher - Porte de Champerret,21,5,16,48.88655580065981,2.288640439510346,2026-03-24 15:57:02.137347
12031,Gabriel Lamé,36,3,32,48.8351212784276,2.385534569621086,2026-03-24 15:57:02.137347
1001,Quai de l'Horloge - Pont Neuf,17,4,13,48.857058739111,2.3417982839439,2026-03-24 15:57:02.137347
5022,Boulangers - Cardinal Lemoine,20,1,18,48.8462904,2.3521495,2026-03-24 15:57:02.137347
21328,Verger - Colonel Guichard,29,26,1,48.816376985087,2.2670380088932,2026-03-24 15:57:02.137347
19207,Jean Jaurès - Bouret,32,28,4,48.883144703938,2.3712364995651,2026-03-24 15:57:02.137347
13104,Gare d'Austerlitz - Quai Saint-Bernard,27,7,18,48.84369030864,2.3657163977623,2026-03-24 15:57:02.137347
8009,Gare Saint-Lazare - Isly,27,0,26,48.874777677621296,2.326515804784655,2026-03-24 15:57:02.137347
31103,Gare Rosny-Bois-Perrier,35,19,12,48.88115023337061,2.480436824262142,2026-03-24 15:57:02.137347
17008,Porte Pouchet-Bessières,23,17,6,48.8978765,2.3230632,2026-03-24 15:57:02.137347
7018,Ségur - d'Estrées,19,5,14,48.851419978983,2.3097044974566,2026-03-24 15:57:02.137347
31706,Château - République,26,21,3,48.862923800596,2.4155035614967,2026-03-24 15:57:02.137347
22409,Henri Barbusse - Stalingrad,16,12,3,48.814183748660554,2.2872862592339516,2026-03-24 15:57:02.137347
19015,Thionville - Ourcq,24,20,4,48.88917613743794,2.3833653330802917,2026-03-24 15:57:02.137347
9022,Rossini - Laffitte,33,3,29,48.87334627510507,2.337980867701675,2026-03-24 15:57:02.137347
26003,Argenteuil - Voltaire,16,14,0,48.918648659556,2.281411215663,2026-03-24 15:57:02.137347
12151,Gare de Lyon - Place Louis Armand,60,36,22,48.845515089794,2.3726498446286,2026-03-24 15:57:02.137347
92007,Pesaro - Préfecture,22,5,17,48.89577046284005,2.223908342421055,2026-03-24 15:57:02.137347
16026,Ranelagh - Mozart,23,20,2,48.8554439,2.2704418,2026-03-24 15:57:02.137347
9028,Moncey - Blanche,17,9,7,48.88006587474148,2.3310810327529907,2026-03-24 15:57:02.137347
10107,Gare du Nord - Hôpital Lariboisière,49,40,4,48.881949,2.352339,2026-03-24 15:57:02.137347
17043,Belidor - Gouvion-Saint-Cyr,39,31,8,48.88022154052015,2.2854680567979813,2026-03-24 15:57:02.137347
12111,Claude Decaen - Cannebière,45,38,7,48.83761417037952,2.397253782195704,2026-03-24 15:57:02.137347
11047,Amelot - Saint-Sébastien,30,7,23,48.861142162761,2.3677996181077,2026-03-24 15:57:02.137347
19043,Delphine Seyrig - Général Leclerc,53,43,7,48.893923963057865,2.39790290594101,2026-03-24 15:57:02.137347
5032,Panthéon - Valette,51,7,44,48.847020571652,2.3464982619671,2026-03-24 15:57:02.137347
18107,Chartres - La Charbonnière,34,31,1,48.8847601,2.3534657,2026-03-24 15:57:02.137347
15067,Desaix - Edgar Faure,12,2,8,48.852804604940296,2.293077029857222,2026-03-24 15:57:02.137347
6006,Notre-Dame-des-Champs - Stanislas,19,11,8,48.84479928858768,2.329337755887181,2026-03-24 15:57:02.137347
8045,Place de la Reine Astrid,58,8,49,48.864920982538,2.3025491823859,2026-03-24 15:57:02.272474
19103,Manin - Carrières d'Amérique,20,19,0,48.884672142095,2.3919698596001,2026-03-24 15:57:02.272474
17203,Place de la Porte de Champeret,28,9,18,48.886062068226,2.2917001576821,2026-03-24 15:57:02.272474
5203,Victor Cousin - Cujas,19,2,17,48.847909849567,2.3424898070094,2026-03-24 15:57:02.272474
14124,David Weill - Parc Montsouris,22,19,3,48.821092374256104,2.333725690841675,2026-03-24 15:57:02.272474
15133,Saint Lambert - Blomet,27,20,7,48.83659148147257,2.2930556908249855,2026-03-24 15:57:02.272474
21006,Marcelin Berthelot,27,17,10,48.8415473058801,2.233161628246308,2026-03-24 15:57:02.272474
44003,Gabriel Péri - Danielle Casanova,20,6,13,48.790114,2.4025777,2026-03-24 15:57:02.272474
15034,Lakanal - Commerce,53,40,11,48.84442462786544,2.294059172272682,2026-03-24 15:57:02.272474
5028,Censier - Jardin des Plantes,28,2,25,48.84107178161383,2.355475388467312,2026-03-24 15:57:02.272474
48010,Karl Marx,16,11,4,48.784527937293184,2.3646667979455587,2026-03-24 15:57:02.272474
22203,Tertres - Fontaine,28,27,1,48.787553654715644,2.306235730648041,2026-03-24 15:57:02.272474
1119,Cossonnerie - Sébastopol,24,0,23,48.86132665908402,2.349419631063938,2026-03-24 15:57:02.272474
20115,Louis Lumière - Porte de Bagnolet,20,19,0,48.86431136,2.4105210229754,2026-03-24 15:57:02.272474
35020,Marcelle - Thalie,20,18,2,48.8835462,2.4137883,2026-03-24 15:57:02.272474
22402,Jean Jaurès - Salvador Allende,43,36,7,48.821475594736775,2.3026576638221745,2026-03-24 15:57:02.272474
4201,Quai des Célestins - Henri IV,12,8,4,48.851290697625,2.3624387532495,2026-03-24 15:57:02.272474
11026,Chemin Vert - Saint-Maur,45,36,9,48.86112461407359,2.381299026310444,2026-03-24 15:57:02.272474
32604,Square du Théâtre du Garde-Chasse,50,43,3,48.881287375060616,2.420119643211365,2026-03-24 15:57:02.272474
19024,Botzaris - Parc des Buttes Chaumont,20,18,2,48.877951,2.381464,2026-03-24 15:57:02.272474
41601,Général De Gaulle - Alouette,26,13,11,48.839109,2.4175664,2026-03-24 15:57:02.272474
15021,Joseph Liouville - Croix Nivert,64,50,12,48.844835471244416,2.297508493065834,2026-03-24 15:57:02.272474
9010,Rochechouart lamartine,24,15,7,48.876719895109,2.344393021854,2026-03-24 15:57:02.272474
18028,Championnet - Vauvenargues,33,29,2,48.89401874744574,2.3319872841238976,2026-03-24 15:57:02.272474
17033,Carnot - Général Lanrezac,30,27,3,48.875443870736,2.2938242935036,2026-03-24 15:57:02.272474
17125,Marie-Georges Picquart - Pereire,32,27,4,48.88863669349711,2.3111706599593163,2026-03-24 15:57:02.272474
43005,Gare RER de Vincennes,51,28,21,48.847563015126106,2.433383166790009,2026-03-24 15:57:02.272474
16136,Théophile Gautier - François Millet,30,15,15,48.85034821320644,2.273029983043671,2026-03-24 15:57:02.272474
21701,Larmeroux - Baudelaire,29,22,6,48.816939911292,2.2809894804846,2026-03-24 15:57:02.272474
11024,Mairie du 11ème,51,44,6,48.858925,2.3789759,2026-03-24 15:57:02.272474
19022,Marché Secrétan,26,21,5,48.88125496379482,2.373463287949562,2026-03-24 15:57:02.272474
13050,Quai Panhard et Levassor,57,2,55,48.828374828097,2.3842737458056,2026-03-24 15:57:02.272474
11105,Parmentier - République,50,41,7,48.8644954,2.3750124,2026-03-24 15:57:02.272474
20134,Lieutenant Chauré - Etienne Marey,20,19,1,48.86746195408435,2.405970990657807,2026-03-24 15:57:02.272474
22016,Charles de Gaulle - Sablonville,26,20,4,48.87991924860035,2.2763770446181297,2026-03-24 15:57:02.272474
14136,Auguste Cain - Jean Moulin,40,38,2,48.82577028927573,2.3210415244102482,2026-03-24 15:57:02.272474
42010,Mairie d'Ivry-sur-Seine,53,25,27,48.81057120969284,2.3842826485633855,2026-03-24 15:57:02.272474
15046,Parc Georges Brassens - Brancion,29,23,6,48.83227829269761,2.3022570088505745,2026-03-24 15:57:02.272474
46001,Place Paul Eluard,19,11,8,48.7672039733195,2.4144977331161503,2026-03-24 15:57:02.272474
16040,Exelmans - Michel-Ange,33,19,13,48.84309486651855,2.2597770800669053,2026-03-24 15:57:02.272474
